レグザ（Test）,1.00,0.00
レグザ（Test）,1.00,0.17
レグザ（Test）,1.00,0.17
レグザ（Test）,1.00,0.34
レグザ（Test）,1.00,0.34
キリン　晴風,1.00,0.00
キリン　晴風,1.00,0.17
キリン　晴風,1.00,0.17
キリン　晴風,1.00,0.34
キリン　晴風,1.00,0.34
アサヒ　生,1.00,0.00
アサヒ　生,1.00,0.17
アサヒ　生,1.00,0.17
アサヒ　生,1.00,0.33
アサヒ　生,1.00,0.33
サントリー　プレミアムモルツ,1.00,0.00
サントリー　プレミアムモルツ,1.00,0.16
サントリー　プレミアムモルツ,1.00,0.16
サントリー　プレミアムモルツ,1.00,0.33
サントリー　プレミアムモルツ,1.00,0.33
かまいたち2019,1.00,0.00
かまいたち2019,1.00,0.17
かまいたち2019,1.00,0.17
かまいたち2019,1.00,0.33
かまいたち2019,1.00,0.33
ミルクボーイ2019,1.00,0.00
ミルクボーイ2019,1.00,0.16
ミルクボーイ2019,1.00,0.16
ミルクボーイ2019,1.00,0.32
ミルクボーイ2019,1.00,0.32
ぺこぱ2019,1.00,0.00
ぺこぱ2019,1.00,0.17
ぺこぱ2019,1.00,0.17
ぺこぱ2019,1.00,0.34
ぺこぱ2019,1.00,0.34
