レグザ（Test）,1.00,0.00
レグザ（Test）,1.00,0.18
レグザ（Test）,1.00,0.18
レグザ（Test）,1.00,0.35
レグザ（Test）,1.00,0.35
キリン　晴風,1.00,0.00
キリン　晴風,1.00,0.19
キリン　晴風,1.00,0.19
キリン　晴風,1.00,0.36
キリン　晴風,1.00,0.36
アサヒ　生,1.00,0.00
アサヒ　生,1.00,0.19
アサヒ　生,1.00,0.19
アサヒ　生,1.00,0.36
アサヒ　生,1.00,0.36
サントリー　プレミアムモルツ,1.00,0.00
サントリー　プレミアムモルツ,1.00,0.17
サントリー　プレミアムモルツ,1.00,0.17
サントリー　プレミアムモルツ,1.00,0.34
サントリー　プレミアムモルツ,1.00,0.34
かまいたち2019,1.00,0.00
かまいたち2019,1.00,0.17
かまいたち2019,1.00,0.17
ミルクボーイ2019,1.00,0.00
ミルクボーイ2019,1.00,0.18
ミルクボーイ2019,1.00,0.18
ミルクボーイ2019,1.00,0.36
ミルクボーイ2019,1.00,0.36
ぺこぱ2019,1.00,0.00
ぺこぱ2019,1.00,0.23
ぺこぱ2019,1.00,0.23
ぺこぱ2019,1.00,0.41
ぺこぱ2019,1.00,0.41
ぺこぱ2019,1.00,0.60
ぺこぱ2019,1.00,0.60
