レグザ（Test）,1.00,0.00
レグザ（Test）,1.00,0.20
レグザ（Test）,1.00,0.20
レグザ（Test）,1.00,0.38
レグザ（Test）,1.00,0.38
レグザ（Test）,1.00,0.56
レグザ（Test）,1.00,0.56
レグザ（Test）,1.00,0.77
レグザ（Test）,1.00,0.77
キリン　晴風,1.00,0.00
キリン　晴風,1.00,0.24
キリン　晴風,1.00,0.24
アサヒ　生,1.00,0.00
アサヒ　生,1.00,0.17
アサヒ　生,1.00,0.17
アサヒ　生,1.00,0.34
アサヒ　生,1.00,0.34
サントリー　プレミアムモルツ,1.00,0.00
サントリー　プレミアムモルツ,1.00,0.19
サントリー　プレミアムモルツ,1.00,0.19
サントリー　プレミアムモルツ,1.00,0.37
サントリー　プレミアムモルツ,1.00,0.37
かまいたち2019,1.00,0.00
かまいたち2019,1.00,0.17
かまいたち2019,1.00,0.17
かまいたち2019,1.00,0.34
かまいたち2019,1.00,0.34
ミルクボーイ2019,1.00,0.00
ミルクボーイ2019,1.00,0.17
ミルクボーイ2019,1.00,0.17
ミルクボーイ2019,1.00,0.34
ミルクボーイ2019,1.00,0.34
ぺこぱ2019,1.00,0.00
ぺこぱ2019,1.00,0.17
ぺこぱ2019,1.00,0.17
ぺこぱ2019,1.00,0.34
ぺこぱ2019,1.00,0.34
